Geneid	Chr	Start	End	Strand	Length	fm_1	fm_2	fm_3	m_4	m_5	m_6
WBGene00003589	III	10325626	10330422	-	4797	5	1	1	12	12	6
WBGene00044891	III	10331476	10332660	-	1185	2	2	0	1	0	1
WBGene00011563	III	10332526	10334018	-	1493	0	0	0	1	1	0
WBGene00003225	III	10334277	10335168	+	892	4	2	4	7	11	5
WBGene00000423	III	10335172	10337522	+	2351	5	5	2	0	0	0
WBGene00011561	III	10337847	10339440	+	1594	9	16	13	6	13	8
WBGene00006546	III	10340006	10341858	-	1853	1	1	1	0	0	0
WBGene00006545	III	10347349	10349740	+	2392	0	0	0	0	0	0
WBGene00011560	III	10352157	10355116	+	2960	7	7	9	5	6	5
WBGene00004986	III	10355098	10355668	-	571	0	2	3	6	7	3
WBGene00011559	III	10355837	10357648	-	1812	4	3	6	0	3	0
WBGene00008018	III	10364956	10373234	+	8279	0	0	0	1	0	0
WBGene00008019	III	10381773	10385335	+	3563	0	0	1	12	9	4
WBGene00008020	III	10385313	10386576	-	1264	0	0	1	0	0	0
WBGene00194868	III	10388632	10391728	-	3097	0	0	0	0	0	0
WBGene00010838	III	10393350	10396090	-	2741	0	0	0	0	0	0
WBGene00010839	III	10399174	10405240	-	6067	3	3	4	0	1	1
WBGene00010840	III	10405070	10415887	+	10818	13	15	16	3	4	5
WBGene00044069	III	10405248	10407248	-	2001	8	13	9	3	2	5
WBGene00010842	III	10416139	10421757	+	5619	6	7	1	5	1	5
WBGene00010843	III	10421785	10424006	-	2222	0	1	1	0	1	0
WBGene00010844	III	10424113	10427982	-	3870	3	3	5	5	1	0
WBGene00010845	III	10428327	10435988	-	7662	4	5	5	2	3	2
WBGene00010362	III	10436276	10438142	+	1867	5	1	1	1	0	0
WBGene00194861	III	10438191	10438880	-	690	0	1	0	0	0	0
WBGene00010363	III	10439335	10442405	-	3071	2	0	1	0	1	1
WBGene00010364	III	10443090	10444946	+	1857	0	0	0	0	0	0
WBGene00305993	III	10445581	10446830	-	1250	0	0	0	1	0	0
WBGene00010365	III	10446821	10451112	-	4292	0	0	0	0	0	0
WBGene00008422	III	10452753	10460551	-	7799	5	6	11	5	1	2
WBGene00000231	III	10461389	10468051	+	6663	20	13	11	9	9	7
WBGene00008423	III	10468058	10469624	-	1567	0	0	0	1	1	0
WBGene00000836	III	10471237	10475129	+	3893	7	10	9	12	8	4
WBGene00008426	III	10475245	10479790	+	4546	0	1	0	1	0	0
WBGene00008424	III	10479480	10482339	+	2860	0	0	0	1	3	0
WBGene00008425	III	10482288	10483943	+	1656	0	0	0	0	0	0
WBGene00009653	III	10488124	10500239	+	12116	0	0	0	0	0	1
WBGene00004283	III	10500344	10503853	-	3510	3	3	3	0	0	1
WBGene00006395	III	10503961	10505250	-	1290	0	0	0	1	0	0
WBGene00185048	III	10505480	10505899	+	420	0	0	2	0	1	1
WBGene00004798	III	10506106	10506801	-	696	91	76	49	6	10	9
WBGene00009654	III	10507058	10518596	+	11539	1	5	3	3	3	3
WBGene00006784	III	10520762	10532705	+	11944	0	0	0	0	1	1
WBGene00001993	III	10535526	10537680	+	2155	10	6	8	15	12	15
WBGene00011899	III	10538081	10539163	-	1083	0	0	0	0	0	0
WBGene00043998	III	10551102	10553029	-	1928	0	0	0	2	2	1
WBGene00011900	III	10552998	10558010	-	5013	0	0	0	0	0	0
WBGene00012859	III	10558190	10561915	-	3726	0	0	0	5	1	3
WBGene00004282	III	10560596	10565603	+	5008	2	0	2	0	0	0
WBGene00012860	III	10566258	10571603	+	5346	2	4	1	6	5	5
WBGene00012861	III	10572445	10575420	-	2976	1	0	1	0	1	1
WBGene00012862	III	10585848	10586343	-	496	0	0	0	0	0	0
WBGene00012863	III	10589865	10592829	-	2965	0	0	0	0	1	0
WBGene00012864	III	10592724	10595166	-	2443	1	0	0	1	1	0
WBGene00012643	III	10595258	10596487	-	1230	2	1	3	0	0	3
WBGene00012641	III	10596610	10600188	-	3579	3	5	5	0	1	3
WBGene00012642	III	10601894	10603566	-	1673	0	0	0	2	0	4
WBGene00012644	III	10605349	10614930	+	9582	5	7	3	7	5	6
WBGene00012660	III	10612633	10614931	+	2299	2	3	2	6	4	4
WBGene00012645	III	10615466	10617859	+	2394	1	0	0	1	4	0
WBGene00012646	III	10617866	10621369	-	3504	4	0	1	0	2	0
WBGene00001997	III	10621551	10626398	+	4848	0	1	1	2	0	0
WBGene00012647	III	10625930	10629143	-	3214	1	0	1	1	2	1
WBGene00012648	III	10630070	10633501	-	3432	0	0	0	0	0	1
WBGene00012649	III	10632728	10633084	+	357	0	0	0	0	0	0
WBGene00194731	III	10638971	10639743	+	773	0	0	0	3	3	0
WBGene00000974	III	10640836	10642865	-	2030	0	0	0	2	0	2
WBGene00012650	III	10643129	10646058	+	2930	10	5	10	0	2	3
WBGene00012651	III	10646170	10648861	+	2692	2	1	1	0	2	1
WBGene00012652	III	10649519	10650908	+	1390	4	5	1	0	1	0
WBGene00000566	III	10655018	10677523	+	22506	2	2	1	2	1	3
WBGene00012654	III	10679271	10682417	+	3147	0	0	0	0	0	0
WBGene00306004	III	10687127	10689157	-	2031	0	0	0	0	0	0
WBGene00012655	III	10689671	10691119	-	1449	0	0	0	0	0	0
WBGene00012656	III	10691854	10694485	-	2632	0	0	0	0	0	0
WBGene00001478	III	10694681	10698864	+	4184	0	1	0	0	0	1
WBGene00012657	III	10699216	10700560	-	1345	1	0	0	0	0	0
WBGene00012658	III	10700665	10707022	-	6358	8	7	3	2	3	4
WBGene00012659	III	10702613	10707028	-	4416	8	7	2	2	3	3
WBGene00012361	III	10707761	10708521	+	761	1	1	1	0	1	0
WBGene00012363	III	10708469	10711536	-	3068	0	0	0	1	1	1
WBGene00012362	III	10711530	10716191	-	4662	5	3	10	1	7	7
WBGene00012360	III	10722147	10730705	-	8559	7	9	5	6	5	10
WBGene00012359	III	10736893	10739792	-	2900	4	8	4	0	5	3
WBGene00010479	III	10740177	10740772	-	596	1	1	1	1	1	0
WBGene00006536	III	10740868	10742432	-	1565	46	33	44	25	25	30
WBGene00004361	III	10742810	10746675	+	3866	3	0	4	2	0	1
WBGene00004302	III	10746581	10747728	-	1148	36	37	35	13	13	19
WBGene00010478	III	10748429	10750080	+	1652	13	17	10	4	8	5
WBGene00010477	III	10750434	10751930	+	1497	0	0	1	0	1	1
WBGene00001996	III	10752195	10755530	-	3336	5	5	5	1	0	1
WBGene00010476	III	10755624	10757640	-	2017	3	4	3	0	1	0
WBGene00010481	III	10757641	10758522	-	882	0	0	0	0	0	1
WBGene00010480	III	10759307	10763021	+	3715	6	3	3	2	2	2
WBGene00001087	III	10763131	10777076	+	13946	6	8	7	0	1	5
WBGene00004233	III	10781853	10791176	+	9324	0	0	0	0	0	0
WBGene00012661	III	10794349	10796369	+	2021	0	0	0	0	0	0
WBGene00010772	III	10796718	10802212	-	5495	1	2	2	3	3	1
WBGene00002219	III	10805925	10811001	+	5077	6	5	8	11	6	3
WBGene00004736	III	10811906	10816850	-	4945	41	39	36	77	98	81
WBGene00011269	III	10832936	10839451	+	6516	0	1	0	0	1	0
WBGene00011268	III	10840005	10845020	-	5016	3	10	3	0	3	1
WBGene00011267	III	10847614	10848963	-	1350	0	0	0	0	0	0
WBGene00012663	III	10849222	10855924	+	6703	7	4	3	2	0	0
WBGene00012662	III	10855448	10858186	+	2739	0	1	0	2	0	1
WBGene00003898	III	10858284	10866946	+	8663	2	4	7	1	1	3
WBGene00000475	III	10866946	10868703	-	1758	32	38	18	24	25	13
WBGene00008078	III	10869193	10874813	+	5621	0	0	0	0	0	1
WBGene00008079	III	10875432	10878242	+	2811	0	0	0	9	6	3
WBGene00008080	III	10878188	10880183	-	1996	2	2	1	0	0	1
WBGene00008081	III	10881766	10893696	+	11931	2	6	7	3	2	2
WBGene00043996	III	10894520	10896256	+	1737	0	0	0	0	0	0
WBGene00008082	III	10896363	10901836	+	5474	3	5	4	2	1	0
WBGene00006843	III	10902641	10908935	+	6295	0	1	1	0	1	1
WBGene00000853	III	10911460	10916665	+	5206	0	0	0	0	0	0
WBGene00006873	III	10920344	10926041	+	5698	0	0	0	0	0	0
WBGene00010922	III	10931201	10932761	+	1561	4	1	2	1	2	1
WBGene00043057	III	10933631	10936129	+	2499	2	0	1	0	0	1
WBGene00010923	III	10936244	10947330	+	11087	8	7	5	7	3	9
WBGene00013132	III	10947455	10951055	+	3601	1	2	0	3	4	2
WBGene00006982	III	10951119	10953508	-	2390	0	0	0	0	1	0
WBGene00012271	III	10960049	10967110	-	7062	0	0	0	0	0	0
WBGene00012272	III	10969944	10991916	+	21973	32	48	31	19	49	14
WBGene00000667	III	10982139	10983253	-	1115	1	5	1	0	0	0
WBGene00000668	III	10984552	10985609	-	1058	30	42	29	18	44	14
WBGene00000669	III	10986808	10987873	-	1066	1	1	1	1	4	0
WBGene00012962	III	10992044	10995256	-	3213	0	0	0	1	0	0
WBGene00012965	III	11007459	11007602	-	144	0	0	0	26	9	10
WBGene00012964	III	11008222	11008929	+	708	5	2	5	1	2	3
WBGene00012966	III	11009043	11010588	+	1546	1	0	0	0	1	1
WBGene00012967	III	11012564	11025293	+	12730	0	0	0	0	0	0
WBGene00012968	III	11025239	11026566	-	1328	1	1	0	1	2	0
WBGene00012969	III	11027242	11029437	-	2196	0	0	0	0	0	0
WBGene00194684	III	11031609	11032963	+	1355	0	0	0	0	0	0
WBGene00012970	III	11033172	11036088	+	2917	0	0	0	1	0	0
WBGene00012973	III	11036940	11063040	+	26101	9	16	3	7	7	9
WBGene00012972	III	11063479	11068759	+	5281	5	5	5	3	2	1
WBGene00012356	III	11068853	11072993	+	4141	2	0	0	0	0	0
WBGene00006287	III	11074514	11077555	+	3042	0	0	0	0	0	0
WBGene00006273	III	11077704	11079446	+	1743	0	0	0	0	0	0
WBGene00012357	III	11079745	11080413	+	669	0	0	0	2	2	2
WBGene00012358	III	11088487	11091617	+	3131	2	3	1	1	2	3
WBGene00001815	III	11091548	11099964	-	8417	9	1	1	3	2	2
WBGene00012976	III	11115754	11119226	-	3473	0	0	0	0	0	0
WBGene00012977	III	11119803	11126902	+	7100	3	3	3	1	3	3
WBGene00219394	III	11126898	11127628	-	731	0	1	0	0	0	0
WBGene00004010	III	11131775	11136688	+	4914	1	0	0	0	1	2
WBGene00012923	III	11136799	11139113	-	2315	0	0	0	0	0	0
WBGene00012922	III	11139241	11141841	-	2601	0	0	0	0	0	0
WBGene00012936	III	11142448	11154287	+	11840	14	7	3	7	7	2
WBGene00000519	III	11154827	11168817	+	13991	1	3	0	3	5	7
WBGene00012937	III	11156609	11157199	-	591	0	0	0	1	5	4
WBGene00006604	III	11170890	11195201	-	24312	2	3	0	8	8	3
WBGene00006553	III	11216398	11218250	-	1853	0	0	0	3	5	5
WBGene00012925	III	11218791	11222733	+	3943	0	0	0	3	4	2
WBGene00012926	III	11223436	11224106	-	671	0	0	0	4	8	7
WBGene00006556	III	11224808	11227125	-	2318	1	0	0	0	0	0
WBGene00001246	III	11230377	11232069	-	1693	0	0	0	6	1	2
WBGene00206461	III	11232421	11234861	-	2441	0	0	0	0	0	0
WBGene00012927	III	11235581	11236868	-	1288	0	0	0	0	3	1
WBGene00012928	III	11237143	11239204	+	2062	3	2	2	1	0	0
WBGene00012929	III	11245120	11252281	+	7162	6	11	12	7	5	3
WBGene00012938	III	11252391	11256649	+	4259	0	1	1	1	0	1
WBGene00012930	III	11257300	11270895	-	13596	4	1	2	5	6	3
WBGene00012931	III	11275066	11276032	+	967	0	0	0	1	2	0
WBGene00012932	III	11276297	11278917	-	2621	3	6	2	1	3	1
WBGene00012934	III	11278996	11290580	-	11585	6	1	3	11	10	10
WBGene00012933	III	11286335	11290676	-	4342	0	0	0	8	6	8
WBGene00004873	III	11290904	11306247	+	15344	9	8	7	5	2	6
WBGene00004284	III	11306647	11311566	-	4920	2	1	1	1	3	2
WBGene00006563	III	11312213	11318231	-	6019	0	1	3	0	1	0
WBGene00012935	III	11317570	11326664	+	9095	4	4	6	0	1	1
WBGene00012126	III	11326654	11343108	-	16455	5	4	7	6	5	4
WBGene00012125	III	11333682	11342247	+	8566	0	0	0	0	3	1
WBGene00003975	III	11343322	11344147	+	826	0	1	1	0	0	0
WBGene00012127	III	11344100	11346483	-	2384	0	0	0	6	1	4
WBGene00012124	III	11360456	11366198	+	5743	0	0	0	0	1	0
WBGene00012123	III	11366767	11368435	+	1669	0	1	3	6	5	3
WBGene00006533	III	11368351	11371788	-	3438	1	1	1	3	8	8
WBGene00001077	III	11372886	11377980	-	5095	2	3	1	3	2	2
WBGene00012939	III	11382222	11388669	+	6448	0	0	0	1	0	0
WBGene00003759	III	11388624	11393262	-	4639	0	0	1	2	3	1
WBGene00012940	III	11397799	11402240	+	4442	0	0	0	0	0	0
WBGene00185055	III	11403017	11404308	+	1292	0	0	0	0	3	3
WBGene00012941	III	11405349	11409490	+	4142	0	0	0	0	0	0
WBGene00006683	III	11410678	11424661	+	13984	0	0	0	0	0	0
WBGene00012942	III	11427206	11428414	+	1209	0	0	1	0	0	0
WBGene00004735	III	11428367	11442566	-	14200	2	1	1	1	0	0
WBGene00023404	III	11456877	11462897	+	6021	0	0	0	0	0	0
WBGene00012943	III	11463665	11470808	-	7144	4	1	3	3	0	0
WBGene00013421	III	11482469	11484189	-	1721	0	0	0	0	0	0
WBGene00013422	III	11485479	11487345	-	1867	2	2	0	0	0	0
WBGene00013447	III	11488353	11500747	-	12395	2	0	0	0	1	0
WBGene00013448	III	11496865	11500717	+	3853	2	0	0	0	1	0
WBGene00006573	III	11500867	11502853	-	1987	1	2	5	2	1	1
WBGene00013446	III	11502963	11505302	-	2340	2	1	1	1	0	0
WBGene00004960	III	11505488	11508930	+	3443	0	1	1	7	3	2
WBGene00013445	III	11509081	11512853	+	3773	1	3	2	0	0	0
WBGene00013443	III	11512862	11523759	-	10898	5	4	3	0	2	2
WBGene00013442	III	11523554	11526564	+	3011	0	3	1	0	0	1
WBGene00013441	III	11526657	11534595	+	7939	3	3	1	5	2	1
WBGene00013440	III	11534674	11546712	+	12039	0	0	0	0	0	0
WBGene00013439	III	11548370	11552398	+	4029	1	0	1	2	1	0
WBGene00013438	III	11561152	11562663	+	1512	0	0	1	0	0	0
WBGene00013437	III	11563467	11565574	+	2108	0	0	0	2	2	3
WBGene00013436	III	11565874	11568007	+	2134	1	2	1	1	2	0
WBGene00013435	III	11568137	11573339	+	5203	9	2	2	2	3	1
WBGene00013434	III	11574221	11578719	+	4499	1	4	3	0	1	1
WBGene00013433	III	11579234	11580478	-	1245	1	0	1	0	0	0
WBGene00013432	III	11580694	11581402	-	709	0	0	0	0	0	0
WBGene00013431	III	11581600	11589133	+	7534	6	1	2	1	1	1
WBGene00013429	III	11589211	11592838	+	3628	0	0	0	2	2	2
WBGene00013427	III	11608170	11611098	+	2929	0	0	0	0	0	0
WBGene00219421	III	11609868	11611264	+	1397	0	0	0	0	0	0
WBGene00194864	III	11611242	11612471	-	1230	0	0	0	2	0	0
WBGene00013424	III	11612607	11615801	+	3195	0	0	0	0	4	3
WBGene00013425	III	11616746	11623994	+	7249	0	3	1	1	0	0
WBGene00001633	III	11625242	11628235	+	2994	2	2	0	7	5	6
WBGene00013426	III	11628230	11629454	-	1225	0	0	0	0	1	1
WBGene00006552	III	11633216	11636840	-	3625	1	0	0	0	0	0
WBGene00012750	III	11650452	11656388	+	5937	0	0	0	0	0	1
WBGene00000793	III	11657767	11693981	+	36215	2	0	4	2	2	2
WBGene00194866	III	11695275	11696484	+	1210	0	0	0	0	0	0
WBGene00012753	III	11696573	11698307	+	1735	0	0	0	0	0	0
WBGene00012754	III	11698869	11700160	+	1292	0	0	0	1	1	1
WBGene00004165	III	11700259	11702862	+	2604	0	1	0	15	12	12
WBGene00000670	III	11703994	11705091	+	1098	16	12	8	60	24	45
WBGene00000671	III	11705652	11706765	-	1114	2	0	1	0	1	1
WBGene00012755	III	11706969	11708822	-	1854	0	0	0	2	1	4
WBGene00012756	III	11710827	11718645	-	7819	1	3	2	0	1	0
WBGene00001235	III	11718834	11719450	-	617	1	0	3	0	1	0
WBGene00012757	III	11719860	11721077	+	1218	0	1	0	0	0	0
WBGene00270321	III	11721706	11723607	+	1902	0	1	0	3	2	0
WBGene00012758	III	11724036	11726690	-	2655	0	1	0	0	0	0
WBGene00012761	III	11730612	11731305	+	694	0	0	0	2	2	1
WBGene00194733	III	11732356	11732872	+	517	0	0	0	0	0	0
WBGene00012759	III	11733345	11737627	-	4283	2	1	0	2	1	1
WBGene00003417	III	11746766	11750175	+	3410	3	1	1	0	0	0
WBGene00007703	III	11751258	11773681	-	22424	4	9	5	4	7	12
WBGene00007021	III	11774950	11776671	+	1722	1	2	0	0	0	0
WBGene00007704	III	11777621	11780128	+	2508	1	0	0	0	0	1
WBGene00007702	III	11780233	11781041	+	809	0	0	0	0	0	1
WBGene00007701	III	11782100	11784110	+	2011	0	0	0	0	0	0
WBGene00006557	III	11784082	11786061	-	1980	0	0	0	0	0	0
WBGene00007699	III	11787676	11789496	+	1821	0	0	0	0	0	0
WBGene00007700	III	11790497	11792345	-	1849	0	0	0	0	0	0
WBGene00006690	III	11795748	11803243	+	7496	0	0	0	0	0	0
WBGene00044232	III	11804553	11806795	-	2243	0	0	0	0	0	0
WBGene00194727	III	11807718	11808479	+	762	0	0	0	0	0	0
WBGene00045211	III	11809118	11809561	+	444	0	0	0	0	0	0
WBGene00007682	III	11810556	11811045	+	490	0	0	0	0	0	0
WBGene00007679	III	11816573	11819806	+	3234	2	1	0	1	2	3
WBGene00007680	III	11819746	11822526	-	2781	1	0	0	1	1	2
WBGene00007681	III	11823448	11824975	+	1528	5	8	4	0	3	4
WBGene00004705	III	11826418	11830974	+	4557	12	7	3	3	2	2
WBGene00003826	III	11831012	11846465	-	15454	11	10	8	1	13	5
WBGene00003234	III	11848152	11849413	+	1262	1	1	2	1	1	1
WBGene00013225	III	11849452	11862249	-	12798	6	6	3	1	1	2
WBGene00006396	III	11862385	11869281	-	6897	1	2	1	1	0	0
WBGene00013227	III	11871252	11878803	-	7552	0	1	0	3	0	2
WBGene00013230	III	11882543	11883754	-	1212	0	0	0	0	0	0
WBGene00013226	III	11886485	11891435	-	4951	0	0	0	0	0	0
WBGene00269438	III	11892171	11893039	-	869	0	0	0	0	0	0
WBGene00013231	III	11894793	11898269	-	3477	2	0	0	0	0	1
WBGene00013232	III	11899337	11909878	-	10542	2	2	2	1	1	2
WBGene00013233	III	11907477	11908518	+	1042	0	0	0	0	0	0
WBGene00013234	III	11908960	11909948	+	989	0	0	0	0	0	0
WBGene00013235	III	11910176	11914320	-	4145	4	3	1	1	1	1
WBGene00013237	III	11915153	11915712	-	560	6	3	6	5	2	2
WBGene00003802	III	11915928	11917873	+	1946	10	4	2	3	5	2
WBGene00013236	III	11917836	11918719	-	884	3	1	1	0	0	1
WBGene00000369	III	11918828	11920237	-	1410	8	10	4	2	0	0
WBGene00013238	III	11920735	11921586	+	852	7	13	11	8	2	13
WBGene00013239	III	11921692	11923825	+	2134	3	2	4	3	2	0
WBGene00003594	III	11923886	11929378	+	5493	1	1	2	2	0	2
WBGene00044233	III	11929343	11933639	-	4297	0	0	0	0	0	0
WBGene00013228	III	11933990	11947019	-	13030	0	1	0	1	1	3
WBGene00006596	III	11949918	11960180	-	10263	3	3	0	0	1	0
WBGene00013240	III	11960867	11971374	-	10508	2	1	2	1	1	0
WBGene00013241	III	11971467	11974096	-	2630	4	3	2	0	0	2
WBGene00013242	III	11974128	11979065	-	4938	0	0	0	2	2	0
WBGene00013243	III	11974477	11989933	+	15457	1	0	3	3	4	0
WBGene00006937	III	11990167	11999590	+	9424	2	6	3	9	6	5
WBGene00013244	III	11999590	12002950	-	3361	0	0	0	0	0	0
WBGene00000273	III	12020552	12025321	+	4770	15	14	4	38	33	35
WBGene00043997	III	12025351	12028869	-	3519	0	0	0	1	0	0
WBGene00013579	III	12028970	12030769	-	1800	0	1	0	0	0	0
WBGene00013580	III	12031516	12052306	-	20791	7	5	1	0	1	2
WBGene00013581	III	12041299	12042091	+	793	0	0	0	0	0	0
WBGene00000201	III	12052424	12058458	-	6035	7	8	4	3	3	2
WBGene00006993	III	12061713	12072070	+	10358	5	0	1	0	1	1
WBGene00004024	III	12074218	12077556	-	3339	1	0	0	1	1	1
WBGene00003779	III	12077793	12084316	-	6524	0	0	0	0	1	0
WBGene00013540	III	12101745	12107541	-	5797	0	0	0	2	1	0
WBGene00013541	III	12107774	12113468	+	5695	1	1	0	0	5	2
WBGene00013542	III	12114565	12118481	-	3917	0	1	1	0	0	1
WBGene00013543	III	12122738	12130343	-	7606	0	0	1	1	1	0
WBGene00013544	III	12152899	12160255	+	7357	3	0	1	1	2	1
WBGene00013545	III	12160758	12171360	+	10603	4	6	2	2	1	5
WBGene00001636	III	12171354	12177245	-	5892	1	0	1	1	0	0
WBGene00013547	III	12180944	12183019	-	2076	0	0	0	0	0	0
WBGene00013548	III	12186411	12190116	+	3706	0	1	0	0	0	0
WBGene00003892	III	12190972	12202537	-	11566	0	0	0	1	0	0
WBGene00194855	III	12194490	12197026	+	2537	0	0	0	0	0	0
WBGene00013549	III	12203756	12215696	-	11941	3	3	3	2	1	4
WBGene00013550	III	12216779	12218634	-	1856	4	3	3	0	0	0
WBGene00013551	III	12219047	12223934	+	4888	1	0	3	1	0	0
WBGene00013552	III	12223896	12225331	-	1436	4	5	2	2	1	1
WBGene00013553	III	12225639	12226230	-	592	1	2	3	0	0	0
WBGene00013554	III	12226632	12232658	+	6027	1	0	0	0	0	0
WBGene00001724	III	12232632	12236014	-	3383	0	0	0	0	0	1
WBGene00013555	III	12236184	12238957	+	2774	1	0	0	0	0	0
WBGene00006571	III	12240367	12250164	-	9798	8	7	9	0	2	0
WBGene00013556	III	12250660	12251009	+	350	0	0	0	0	2	1
WBGene00013557	III	12251492	12273752	-	22261	7	3	7	5	4	2
WBGene00013558	III	12274040	12282221	+	8182	3	1	1	5	1	3
WBGene00003414	III	12283133	12303184	-	20052	0	0	0	0	0	0
WBGene00004172	III	12307781	12311921	+	4141	1	3	1	0	1	1
WBGene00023483	III	12313186	12314464	+	1279	0	0	0	0	0	0
WBGene00013565	III	12315479	12315857	+	379	0	0	0	0	0	0
WBGene00013559	III	12319089	12323867	+	4779	0	0	0	1	1	0
WBGene00013560	III	12327914	12332275	+	4362	0	0	1	2	1	0
WBGene00303096	III	12327947	12327985	+	39	0	0	0	1	0	0
WBGene00006986	III	12333745	12345384	+	11640	0	0	0	0	2	0
WBGene00004085	III	12345323	12351336	-	6014	3	2	0	6	3	7
WBGene00013561	III	12351642	12354914	+	3273	4	3	2	1	2	0
WBGene00013562	III	12354898	12358561	-	3664	0	0	0	1	0	0
WBGene00013564	III	12359565	12361435	+	1871	0	0	0	0	0	0
WBGene00013563	III	12361838	12367373	-	5536	0	0	0	0	0	0
WBGene00001946	III	12367475	12369050	-	1576	7	6	7	3	1	4
WBGene00004506	III	12370456	12372607	+	2152	7	10	5	14	15	11
WBGene00013029	III	12372582	12373857	-	1276	0	0	0	2	1	1
WBGene00004086	III	12374173	12377248	-	3076	5	5	3	2	1	0
WBGene00013030	III	12378996	12383809	-	4814	4	9	5	1	4	5
WBGene00194981	III	12386897	12387721	+	825	0	0	0	0	0	0
WBGene00013033	III	12395465	12398943	+	3479	0	0	0	6	2	4
WBGene00013034	III	12398901	12421718	-	22818	7	5	4	4	7	5
WBGene00004027	III	12426893	12429195	+	2303	6	5	3	2	0	0
WBGene00004919	III	12429172	12429629	-	458	6	7	2	3	3	0
WBGene00013035	III	12430509	12433866	+	3358	1	3	2	4	1	3
WBGene00013045	III	12434404	12435811	+	1408	0	0	0	0	0	0
WBGene00013036	III	12436515	12441058	+	4544	0	1	0	0	0	2
WBGene00013037	III	12442630	12446106	-	3477	0	0	1	3	5	4
WBGene00013038	III	12446348	12453375	-	7028	18	13	11	11	4	10
WBGene00013039	III	12453588	12456850	-	3263	5	2	2	2	1	2
WBGene00013040	III	12457597	12466517	+	8921	7	1	6	4	2	2
WBGene00013041	III	12466610	12468293	+	1684	1	0	1	0	0	0
WBGene00045239	III	12469169	12472544	+	3376	1	0	0	3	2	2
WBGene00013042	III	12472873	12484651	+	11779	0	1	0	0	0	1
WBGene00013043	III	12484732	12488341	+	3610	0	0	0	0	0	0
WBGene00013044	III	12488679	12492084	-	3406	0	0	0	0	0	0
WBGene00013727	III	12492795	12495644	-	2850	2	0	1	0	1	0
WBGene00013728	III	12496086	12496430	+	345	6	2	1	1	1	2
WBGene00013729	III	12496538	12499347	+	2810	3	4	7	2	5	4
WBGene00013730	III	12499557	12528052	+	28496	2	5	2	5	3	4
WBGene00013732	III	12538664	12575401	-	36738	3	1	0	2	3	3
WBGene00013734	III	12595994	12599729	-	3736	3	4	3	0	3	3
WBGene00007030	III	12599630	12608586	-	8957	3	4	6	6	3	9
WBGene00013735	III	12609289	12623740	+	14452	0	4	3	2	3	2
WBGene00013736	III	12624766	12625897	+	1132	0	0	1	1	0	0
WBGene00004161	III	12626568	12651761	+	25194	4	0	0	1	1	2
WBGene00013737	III	12652346	12662286	-	9941	4	2	5	2	0	1
WBGene00006389	III	12670689	12673423	-	2735	2	1	2	4	0	0
WBGene00013738	III	12673677	12686225	+	12549	3	1	3	1	1	3
WBGene00004700	III	12686182	12687922	-	1741	20	16	11	4	5	6
WBGene00013739	III	12688318	12698249	+	9932	1	3	0	1	0	2
WBGene00013742	III	12699494	12711136	+	11643	1	1	3	1	1	3
WBGene00013740	III	12711560	12713874	+	2315	2	2	4	3	2	0
WBGene00007027	III	12714566	12744721	+	30156	9	10	6	7	2	4
WBGene00013741	III	12746419	12747701	+	1283	0	0	0	0	0	0
WBGene00013911	III	12747880	12750931	-	3052	0	0	0	0	0	0
WBGene00013915	III	12751109	12753634	+	2526	0	0	0	0	0	0
WBGene00005757	III	12755348	12756613	+	1266	0	0	0	0	0	0
WBGene00005756	III	12757667	12759619	+	1953	0	0	0	0	0	0
WBGene00013912	III	12760684	12764341	-	3658	0	0	0	0	0	0
WBGene00013913	III	12764553	12769048	+	4496	0	0	0	0	0	0
WBGene00001512	III	12771868	12779726	-	7859	0	0	0	0	0	0
WBGene00013914	III	12785154	12793176	+	8023	0	0	0	4	2	5
WBGene00007209	III	12787643	12789520	-	1878	0	0	0	4	2	5
WBGene00007210	III	12793386	12798569	-	5184	0	0	0	0	0	0
WBGene00044127	III	12806175	12806812	-	638	0	0	0	2	0	0
WBGene00007211	III	12808026	12812362	+	4337	0	0	0	0	0	0
WBGene00007212	III	12813493	12816807	+	3315	0	0	0	0	0	0
WBGene00000203	III	12816789	12818100	-	1312	1	4	1	2	1	1
WBGene00012560	III	12818658	12820253	-	1596	3	0	1	0	0	1
WBGene00012544	III	12820193	12825651	+	5459	8	12	7	7	8	4
WBGene00012545	III	12829368	12837274	+	7907	0	0	0	2	2	0
WBGene00012546	III	12837189	12838963	-	1775	0	0	6	1	0	0
WBGene00012547	III	12854049	12855494	-	1446	0	0	1	3	0	1
WBGene00012561	III	12855844	12856728	-	885	0	0	0	0	0	0
WBGene00012548	III	12856830	12870297	-	13468	0	0	3	3	0	2
WBGene00012549	III	12864948	12867619	+	2672	0	0	0	2	0	2
WBGene00003406	III	12871029	12874656	-	3628	6	14	9	4	1	4
WBGene00012550	III	12875031	12875783	+	753	5	4	2	7	3	4
WBGene00012551	III	12875783	12877577	-	1795	8	5	3	3	2	1
WBGene00012552	III	12878196	12880701	+	2506	1	0	0	0	0	1
WBGene00006804	III	12881043	12891738	-	10696	9	7	9	1	0	2
WBGene00303086	III	12891639	12891680	-	42	0	0	0	0	0	0
WBGene00012553	III	12905491	12906619	+	1129	21	22	17	25	16	31
